50000	0.003001
100000	0.005001
150000	0.006000
200000	0.010000
250000	0.010001
300000	0.011000
350000	0.014001
400000	0.014001
450000	0.015000
500000	0.016001
550000	0.020001
600000	0.022001
650000	0.022000
700000	0.022002
750000	0.026001
800000	0.027001
850000	0.027001
900000	0.027001
950000	0.029001
1000000	0.034002
