50000	8.924216
100000	35.887266
150000	80.985415
200000	147.322474
250000	228.990098
300000	339.886440
350000	457.485768
400000	589.844158
450000	767.591940
500000	968.373454
550000	1132.960498
600000	1352.867954
650000	1608.581921
700000	1845.808671
750000	2368.154450
800000	2434.932608
850000	2681.308559
900000	3046.220124
950000	3318.313772
1000000	3600.631846
